"id_cust","recency","frequency","monetary"
"1188946515",40,14,55913
"1498948070",149,2,4546
"1278961484",81,5,10228
"998973495",24,12,20235
"1338975859",133,1,2273
"1178978655",117,2,9090
"779017036",13,4,38637
"1099026460",41,2,2728
"1419044262",141,1,11364
"1329047456",117,2,9090
"909048330",89,4,34546
"1449066511",112,6,46591
"1479080501",146,2,25000
"1159119072",62,5,45682
"909123104",90,1,1364
"1399126846",9,9,44092
"1499128049",149,1,22727
"1199128519",23,5,14547
"1379131359",137,1,1364
"1359150377",135,1,11364
"1489151586",148,1,22727
"1099181779",7,4,15909
"59183741",5,1,1364
"1169223613",116,1,1364
"1479224105",147,1,1136
"1059240029",105,1,4545
"909251808",90,1,90909
"1189252860",118,1,1364
"759260298",75,2,25000
"1419260535",138,3,6819
"1509261541",150,3,24999
"949264001",94,1,11364
"349275108",34,2,13636
"1369301136",136,1,1136
"989324869",98,1,2273
"1379330787",137,1,1364
"949333880",77,3,27273
"989344985",98,4,7955
"439351082",42,4,17046
"909389462",90,2,2728
"849416348",78,3,3408
"1009419133",6,14,164773
"1339424143",133,1,4545
"1389425957",138,1,1364
"1339430990",14,6,12501
"1389432346",96,5,6592
"1319447224",33,5,29547
"1509456934",131,6,45454
"1189474079",118,2,2728
"709476344",69,3,6819
"1439478803",101,10,21593
"909493960",90,1,9091
"409499034",40,1,1364
"1199501958",77,3,4545
"1489522100",148,2,12500
"79524013",6,4,30682
"909554266",90,3,45455
"1259573568",125,2,25000
"1129577967",112,1,4545
"39579221",3,1,20850
"79600357",7,1,20850
"359601285",35,1,20850
"139601327",13,1,20850
"1399603806",139,6,8184
"1149604546",6,12,50456
"1459605919",98,2,10227
"1099608729",109,1,4545
"39640449",3,1,20850
"539643483",41,2,11364
"149646452",14,1,9091
"969652227",41,2,24091
"969652227",41,2,24091
"789658251",25,14,26823
"39660532",3,1,20850
"1459661245",116,3,27273
"1399663711",139,1,1364
"1509677486",84,25,48862
"1379701757",136,2,2728
"289761324",28,1,22727
"639764702",13,4,36364
"489776147",48,1,2273
"409779719",40,1,1364
"1419780448",141,2,25000
"39817629",3,1,20850
"1199868852",119,1,11364
"39870108",3,1,20850
"959871718",95,2,4546
"659872772",65,2,18182
"909884734",90,1,9091
"1139915870",109,2,5909
"1039916119",78,2,31818
"469921048",46,2,31818
"909935491",90,1,9091
"1159980956",74,3,18181
"59988879",5,1,1136
"99996254",9,1,22727
"1360002409",112,5,6820
"990002597",99,1,11364
"1210010132",121,1,1136
"410012317",41,1,1364
"790018766",79,1,1364
"30020628",3,1,20850
"30020943",3,1,20850
"30021505",3,1,20850
"410023102",41,3,4092
"630023219",63,1,9091
"30024641",3,1,20850
"940025486",94,1,45455
"1180034990",118,1,1364
"1160037068",116,1,1364
"650048312",65,1,2273
"1170060745",117,1,4545
"760066620",73,3,6819
"1250081180",124,5,31818
"1230092610",79,8,92046
"900093174",90,1,4545
"410105153",41,1,18182
"920109592",92,1,4545
"1040120796",104,2,4546
"330126875",33,1,20850
"330127103",33,1,20850
"990127319",83,6,31818
"240129090",24,1,20850
"240129144",24,1,20850
"240129256",24,1,20850
"330129288",33,1,20850
"890136854",89,6,8184
"410143708",39,3,19546
"1180148228",118,1,4545
"1250153670",4,34,214777
"310153979",31,1,20850
"320154116",32,1,20850
"330154196",33,1,20850
"330154413",33,1,20850
"240158414",24,1,20850
"240158417",24,1,20850
"230158419",23,1,20850
"460163413",46,1,2273
"1370170309",137,2,2272
"130171324",9,2,4546
"1280187222",4,12,57731
"1370192300",137,1,1364
"50195669",5,1,11364
"930198838",93,1,11364
"1150200684",115,1,1364
"1000212878",94,4,50000
"790246401",6,2,5909
"1430258905",113,2,3409
"1040276581",104,1,4545
"160280442",16,1,20850
"110280475",11,1,20850
"350280712",24,2,41700
"360280714",25,2,41700
"350280789",24,2,41700
"330281046",33,1,20850
"940283832",39,3,4092
"1010307687",78,3,21591
"1460314338",118,4,4544
"1190319248",96,5,23638
"910332651",91,2,2728
"650341861",17,2,4546
"820341993",81,3,22728
"1380346545",138,1,1364
"310351501",31,1,20850
"1370352173",137,1,2273
"370352427",37,1,20850
"190352970",19,1,20850
"1050354826",105,1,9091
"1180360858",118,1,4545
"1390360922",139,1,9091
"1120378623",112,2,2728
"1220392650",122,2,4546
"320404096",32,1,20850
"60404109",6,1,20850
"410406956",41,3,4092
"350421162",35,1,20850
"1140421276",65,3,45455
"1020427529",13,2,3409
"30429038",3,1,1136
"1450430039",88,3,15000
"1470436893",112,7,90909
"1180439658",118,1,1364
"350440231",24,2,41700
"600440363",60,1,9091
"1020446510",97,6,28410
"970466868",96,3,6819
"1430467397",4,18,104546
"350478248",33,2,13637
"560482303",56,1,22727
"1210482432",121,1,9091
"110487758",11,1,20500
"390501796",38,2,2728
"980504985",5,16,137729
"600552981",60,1,22727
"990553995",99,1,1136
"1420559873",40,2,3637
"830561436",83,1,11364
"1160566017",116,1,1364
"1430573642",143,1,1136
"300580340",25,3,23864
"1020596270",100,4,5909
"1140600892",111,2,5909
"1170601659",17,7,52271
"90603912",8,5,47728
"1470606103",147,2,3409
"410606448",41,1,9091
"1230620230",87,5,7045
"1300626312",130,2,4546
"1470630248",14,31,469318
"50631667",5,1,22727
"750635210",6,4,28409
"970638874",97,2,13636
"1190639039",119,1,1364
"870640272",87,1,4545
"1480641698",116,11,78410
"1190645811",3,3,4092
"1450648360",145,1,9091
"1370648367",70,11,34054
"140655780",13,4,27274
"970665232",97,1,2273
"1160697157",116,1,1364
"1350704685",89,7,9548
"70720981",7,1,20850
"130722169",13,1,20850
"320722893",32,1,10730
"1380723162",138,2,22728
"50725359",5,1,20850
"320726735",32,1,20850
"50727506",5,1,20850
"910728496",91,1,2273
"900740713",90,1,9091
"940742951",94,1,1136
"1180747021",118,1,4545
"1380753707",138,1,1364
"890756981",89,1,1364
"1360762272",83,2,9090
"320771990",32,1,20850
"330772132",33,1,20850
"330772310",33,1,20850
"240772697",24,1,20850
"240772720",24,1,20850
"230772753",23,1,20850
"320774648",32,1,20850
"680775368",68,1,20300
"1390777328",40,3,4092
"880777385",88,1,9091
"600777754",60,2,4546
"1460781253",146,4,13636
"1380811408",138,1,4545
"1070818439",107,1,4545
"920833076",92,1,1364
"1470840007",147,1,2273
"1030850796",67,6,27274
"410852573",41,1,1364
"1470874681",119,7,52274
"770875714",77,1,22727
"1410881664",136,5,81819
"340882352",34,1,20850
"370882358",37,1,20850
"350901913",24,2,41700
"200902047",7,4,59091
"50919539",5,1,20500
"50919548",5,1,20500
"30919549",3,1,20500
"40919554",4,1,20500
"60919626",6,1,20850
"50919690",5,1,20500
"30919701",3,1,20500
"1190920904",119,1,1364
"1170924909",117,1,1364
"1190929149",25,7,33182
"970931427",83,2,2272
"30932471",3,1,20500
"30932520",3,1,20500
"30933711",3,1,20500
"50933912",5,1,20500
"50934796",5,1,20500
"60939752",6,1,20850
"1500948987",112,12,128408
"940949524",94,1,4545
"940949545",94,1,4545
"940949784",94,1,4545
"940949787",94,1,4545
"940949792",94,1,4545
"940949798",94,1,9091
"940949799",94,1,4545
"940949802",94,1,4545
"940949803",94,1,4545
"940949804",94,1,4545
"1390970533",40,3,4092
"1020988566",40,5,45455
"1351003669",14,12,179772
"411004435",6,2,2728
"71005669",7,1,20850
"891009282",89,1,9091
"1431013530",143,1,2273
"471022681",42,2,10227
"561029545",7,5,36363
"1471033660",147,2,25000
"871051352",82,3,5682
"1441053304",142,4,26137
"1211080757",121,1,25455
"61092362",6,1,20500
"291100737",29,1,20850
"1091103569",109,3,5682
"1061108081",4,10,150000
"881113071",88,1,9091
"391121799",39,1,1136
"361122316",36,1,20850
"341122439",34,1,20850
"361122631",36,1,20850
"361122724",36,1,20850
"361123351",36,1,20850
"61123866",6,1,22727
"1061124726",106,1,1364
"981138182",5,10,54544
"601142122",5,20,139776
"31144226",3,1,20850
"1371155182",137,1,4545
"351160463",35,5,22727
"351161607",35,1,20850
"641162565",57,8,72728
"1061166199",106,1,22727
"421168689",35,2,34091
"901169570",90,2,36364
"561174581",56,2,4546
"1461179276",111,4,28637
"161198578",16,1,20850
"351200462",24,2,41700
"361200490",25,2,41700
"1081204861",88,5,14547
"361205184",36,1,20850
"361206414",36,1,20850
"361206758",36,1,20850
"361207133",36,1,20850
"361207377",36,1,20850
"361207404",36,1,20850
"361207726",36,1,20850
"361208206",36,1,20850
"361208448",36,1,20850
"361208605",36,1,20850
"361208839",36,1,20850
"361208904",36,1,20850
"361209044",36,1,20850
"561212429",8,6,118183
"1411214263",4,11,39775
"271215180",27,2,45454
"101228548",10,1,2273
"141232255",14,1,1100
"281234780",5,4,40910
"351250041",24,2,41700
"361250447",25,2,41700
"351250449",24,2,41700
"191250509",19,1,20850
"301250510",30,1,20850
"341250740",34,1,20850
"331251268",33,1,20850
"181254126",18,1,20850
"371254127",37,1,20850
"191254136",19,1,20850
"351254989",24,2,41700
"1171266225",101,2,3409
"901271088",90,1,9091
"71271964",7,1,2273
"1481276299",19,7,15002
"41282747",4,1,22727
"421283929",14,4,36364
"1361284432",123,3,25001
"101285259",10,3,6819
"911285700",91,1,1364
"1121287240",112,1,1364
"301298919",22,2,41700
"111300652",11,1,20850
"351302583",24,2,41700
"351302829",35,1,20850
"321302831",32,1,20850
"351303259",24,2,41700
"191303646",19,1,20850
"341310936",34,1,20850
"891311187",89,1,4545
"321312140",32,1,20850
"1231313180",83,4,50000
"901316845",90,1,9091
"351335690",35,1,20850
"1181336493",97,2,6818
"1481340694",99,4,14773
"561350212",56,2,4546
"391352033",39,1,20850
"1051355627",105,1,9091
"351360346",24,2,41700
"871363413",87,1,9091
"71367940",7,1,20850
"311369744",24,2,41700
"1031371269",103,1,9091
"631373832",8,13,59093
"1221374539",35,34,84097
"31378210",3,1,11364
"1011380158",101,2,2272
"1011380166",101,3,3408
"441382830",34,7,39090
"901389296",7,46,125004
"681389809",68,1,4545
"1171390690",117,5,6820
"421391689",42,1,1136
"211392189",21,1,20850
"211392358",21,1,20850
"131392467",13,1,20850
"41393251",4,3,22728
"1501393522",141,2,2272
"891394439",89,1,1364
"101397517",10,1,2273
"851400373",85,1,2273
"1441401315",144,1,2273
"841404664",31,12,54547
"141405041",14,1,2273
"71405299",7,2,20455
"371411991",25,2,41700
"1111413234",111,1,1364
"1111416360",111,1,11364
"1241418416",124,1,2273
"1111418562",111,1,4545
"941422606",94,1,22727
"681422975",68,1,4545
"1471441259",13,3,47727
"681447855",68,1,4545
"681447860",68,1,4545
"681449710",68,1,4545
"101451943",10,1,20850
"281462261",28,1,20850
"281465647",28,1,20850
"1351469018",40,4,13183
"1381475711",39,7,9548
"1391482929",41,8,18639
"71483973",6,2,10227
"1081485256",108,1,9091
"681488662",68,1,4545
"1111489621",90,3,7273
"901493783",88,4,77272
"1431506482",8,13,128410
"1161511600",116,1,4545
"1311511965",131,1,22727
"621512403",62,1,1136
"901531999",90,1,4545
"971533353",97,3,6819
"411549590",41,1,1364
"1051555262",105,1,1364
"591574967",11,3,6819
"1411590104",22,18,126139
"681590947",68,1,4545
"681591741",68,1,4545
"31592633",3,1,11364
"41593325",4,1,11364
"621595245",62,4,15910
"41611130",4,1,1364
"1101617145",110,1,4545
"281618285",28,1,20850
"1031626644",103,1,4545
"411634996",41,4,45454
"351680636",24,2,41700
"361680716",25,2,41700
"351680722",24,2,41700
"201680936",20,1,20850
"321681321",32,1,20850
"351681837",24,2,41700
"301681900",30,1,20850
"181681904",18,1,20850
"381681924",38,1,20850
"361682089",25,2,41700
"361682101",25,2,41700
"341682212",34,1,20850
"371682213",37,1,20850
"131684801",7,12,45458
"1041685689",104,3,7273
"531688779",53,1,9091
"1501700951",5,66,569323
"841711523",40,4,6137
"841711523",40,4,6137
"261712245",26,1,1364
"171714413",17,1,20850
"1501715544",78,7,46592
"31722232",3,2,12728
"581723580",58,1,1136
"411730035",41,1,4545
"391739230",14,9,81819
"1381755735",29,9,34546
"1391777488",5,9,12276
"681781973",68,1,1364
"251806025",25,1,1136
"1141806209",114,1,27273
"391825091",39,2,2728
"411856194",40,2,2728
"1481861059",116,7,50001
"1401863144",140,1,20850
"141873534",5,3,31819
"1371884489",6,10,59092
"1181897382",118,3,4092
"381899398",17,2,41700
"801917631",75,8,17047
"1181918086",118,1,70000
"411918581",41,1,1364
"351921241",35,1,9091
"1001923509",98,4,22728
"61924022",6,1,2273
"381924409",38,1,20850
"31924625",3,1,20850
"581924655",55,2,13637
"141925304",14,1,20850
"301926080",23,2,41700
"1041926249",104,1,9091
"41927135",4,1,20850
"51927663",5,1,20850
"411928458",41,1,4545
"371940565",34,2,45454
"361954282",25,2,41700
"371954430",25,2,41700
"71954831",7,1,20850
"901963908",90,1,9091
"1181963925",118,1,4545
"61983851",6,1,20500
"51985824",5,1,20850
"51998316",5,1,20850
"321998667",32,1,20850
"61998795",6,1,20850
"31999026",3,1,20500
"31999045",3,1,20500
"51999049",5,1,20500
"51999053",5,1,20500
"51999055",5,1,20500
"41999072",4,1,20850
"41999076",4,1,20850
"321999086",32,1,20850
"321999087",32,1,20850
"41999094",4,1,20850
"321999264",32,1,20850
"51999291",5,1,20500
"31999293",3,1,20500
"51999301",5,1,20500
"31999323",3,1,20500
"51999339",5,1,20500
"1152025203",104,7,12500
"1092026735",109,1,1364
"112037673",11,1,20850
"172037676",17,1,20850
"112037718",11,1,20850
"112037719",11,1,20850
"62037723",6,1,20850
"112037726",11,1,20850
"112037728",11,1,20850
"142038181",14,1,20850
"172038238",17,1,20850
"172038244",17,1,20850
"172038245",17,1,20850
"142038246",14,1,20850
"112038406",11,1,20850
"1502043269",113,3,13637
"1162052656",40,3,4092
"902054588",90,1,9091
"182075551",18,2,4546
"1392075968",139,2,2728
"1212084801",121,1,1364
"942088138",94,1,1136
"972090819",78,3,19546
"842092524",84,1,2273
"1102124248",110,1,1364
"112129662",11,2,4546
"1432130573",143,2,13637
"252132391",25,1,2273
"1172137561",110,8,140908
"422138568",7,4,21591
"352141835",24,2,41700
"382141938",38,1,20850
"342141944",34,1,20850
"362142194",25,2,41700
"352142196",24,2,41700
"382142293",38,1,20850
"312142296",31,1,20850
"162142302",16,1,20850
"372142305",37,1,20850
"1122144337",112,1,1364
"352145701",24,2,41700
"352145969",24,2,41700
"322146776",32,1,20850
"132146840",13,1,20850
"302146841",30,1,20850
"152146842",15,1,20850
"202146850",20,1,20850
"1442150482",6,18,105002
"1412158072",141,1,11364
"882158265",88,1,1364
"1042162374",81,4,5456
"1382172803",138,1,2273
"1462175629",146,3,45455
"1122190645",112,1,22727
"1482201304",141,5,72727
"792203587",79,1,11364
"1012205455",101,1,9091
"1412207458",141,1,1136
"142208756",3,4,70454
"382209493",38,1,20850
"1392219214",40,6,8184
"352230764",24,2,41700
"1472232313",119,7,51136
"862232404",56,6,95454
"902233418",90,1,4545
"1472236889",145,4,9092
"1472237369",142,3,15910
"232261246",23,1,20850
"602261271",60,4,27272
"212261477",21,1,20850
"192261634",19,1,20850
"162265332",16,1,20850
"172265365",17,1,20850
"52267469",5,1,20850
"342268013",17,2,41700
"142268504",14,2,31580
"162268583",16,1,20850
"892272827",89,2,13636
"1012273621",101,1,9091
"1112273975",47,5,55682
"1102275571",40,4,5456
"52276002",5,1,9091
"282279652",28,1,20850
"62283850",6,1,20500
"62283852",6,1,20500
"62283853",6,1,20500
"122290031",12,1,20850
"152290032",15,1,20850
"1042291817",104,2,4546
"32296049",3,1,20850
"32296055",3,1,20850
"32296058",3,1,20850
"32296059",3,1,20850
"32296060",3,1,20850
"32296085",3,1,20850
"32296189",3,1,20850
"32296255",3,1,20850
"32296399",3,1,20850
"32296488",3,1,20850
"332297441",6,2,41700
"322300454",32,1,20850
"412303032",41,1,4545
"1392304387",40,11,30002
"892306210",89,2,4546
"1002306620",13,3,43182
"842306625",84,1,22727
"1182312441",118,1,18182
"282323099",28,1,20850
"372323505",25,2,41700
"1222324071",122,1,12727
"412328033",41,1,18182
"902333053",90,1,18182
"362350772",25,2,41700
"1432350775",143,2,18182
"282356656",28,1,20850
"412370126",41,3,4092
"1172373228",104,2,2728
"1052376319",89,4,39092
"902385524",90,1,9091
"1472385684",25,14,78409
"1052401893",24,17,64775
"1482427771",148,1,4545
"1412430145",6,38,100460
"1392430537",139,1,1364
"1372432124",137,1,1364
"142450797",7,3,13637
"612450841",3,3,40909
"172452688",17,1,1136
"602455047",60,1,11364
"1472460799",147,1,9091
"72461068",7,1,22727
"352474060",24,2,41700
"1172486669",41,4,5456
"582495533",32,5,15909
"1052498887",105,1,1364
"42510725",4,3,13637
"62516853",6,1,11364
"352521115",35,1,20850
"382531465",38,1,20850
"392536623",39,1,4545
"322553256",32,1,1136
"572582179",57,1,1136
"1152582425",115,1,22727
"1482587519",63,2,12500
"1102605498",110,1,4545
"1182606160",118,1,1364
"1382608138",138,2,13637
"902608531",90,1,9091
"1482609348",148,1,1136
"1492633865",47,14,213637
"1122640330",89,3,11819
"92640985",9,1,2273
"902641474",90,2,63636
"1022641824",13,4,29546
"1132645758",113,1,1364
"1072663298",107,1,1364
"1472663480",147,2,25000
"1422665240",40,9,13185
"312666402",31,1,10730
"322666423",32,1,20850
"602667810",60,2,4546
"332668296",33,1,20850
"1492681544",98,7,29547
"1172681755",111,2,10227
"1482690347",100,3,3408
"1062694630",106,1,4545
"1462695434",86,5,38636
"1262699506",126,1,22727
"1182704426",118,1,4545
"1502704695",129,9,19320
"1472705852",147,2,11364
"1432707544",143,1,1136
"342720425",34,1,1364
"1242725539",72,3,54545
"1042726144",104,2,2728
"1492726249",95,16,38637
"252728616",25,1,2273
"1162735982",116,1,20500
"1472735986",116,9,86591
"1172736310",117,1,90909
"1482736820",148,1,2273
"1292757232",41,8,20455
"952758244",95,1,9091
"352760515",35,1,20850
"112760652",11,1,20850
"102760653",10,1,20850
"82760660",8,1,20850
"102760663",10,1,20850
"102760698",10,1,20850
"112760705",11,1,20850
"112760708",11,1,20850
"352761063",35,1,20850
"112761076",11,1,20850
"32761099",3,1,20850
"32761103",3,1,20850
"42761112",4,1,20850
"42761645",4,1,20850
"362761667",36,1,20850
"112761685",11,1,20850
"302761698",24,2,41700
"42761703",4,1,20850
"312761780",21,2,41700
"112761797",11,1,20850
"362761812",36,1,20850
"42761825",4,1,20850
"32761829",3,1,20850
"112761900",11,1,20850
"42761925",4,1,20850
"102761938",10,1,20850
"112762118",11,1,20850
"312762121",20,2,41700
"42762137",4,1,20850
"32762148",3,1,20850
"102762152",10,1,20850
"112762164",11,1,20850
"92762190",9,1,20850
"32762192",3,1,20850
"352762201",35,1,20850
"182762437",18,1,20850
"112762514",11,1,20850
"142763124",14,1,20850
"142763127",14,1,20850
"132765037",13,1,20850
"202765518",20,1,20850
"32765670",3,1,20850
"172765842",17,1,20850
"172765843",17,1,20850
"172765844",17,1,20850
"172765845",17,1,20850
"172765855",17,1,20850
"172765856",17,1,20850
"172765857",17,1,20850
"172765864",17,1,20850
"72765978",7,1,20850
"142766198",14,1,20850
"142766205",14,1,20850
"212766765",21,1,20850
"172766769",17,1,20850
"172766772",17,1,20850
"172766826",17,1,20850
"142766983",14,1,1136
"242768751",24,1,20850
"332768774",33,1,20850
"332768789",33,1,20850
"242768796",24,1,20850
"662770224",6,5,29545
"1182772477",118,1,1364
"1212774465",5,10,123863
"1362780212",136,1,4545
"332782735",28,4,9092
"52784654",5,1,20850
"272785653",24,2,41700
"172786075",17,1,20850
"382791287",38,1,22727
"1342803055",13,31,351137
"902803370",90,1,9091
"252803389",25,1,1136
"1422806992",96,15,24999
"1502808906",150,3,5682
"892811273",89,2,81818
"1252820702",41,5,28409
"1332829614",42,5,45455
"362843854",20,2,41700
"62844308",6,1,22727
"172844745",17,1,20850
"342846888",34,1,20850
"1392848757",90,7,25002
"372850005",37,1,20850
"902850238",90,1,9091
"852854889",85,1,2273
"892857170",89,2,5909
"1172868863",101,3,5910
"1162871380",116,1,1364
"902874044",90,1,9091
"1182878078",100,4,13181
"412878230",41,1,4545
"412878278",41,1,1364
"72880025",7,1,11364
"1122880811",112,1,4545
"1432881017",21,3,34091
"412881603",41,1,1364
"892882751",89,1,9091
"972883490",8,9,55683
"982884224",98,2,3409
"1042886484",104,1,9091
"372891394",37,1,20850
"132900873",13,1,20850
"1152904233",89,5,14547
"1152905521",90,2,10455
"1172917311",62,3,4092
"1462919545",144,3,14773
"692920673",57,4,14773
"362923353",24,2,41700
"1432941660",70,16,84090
"72942940",7,1,20500
"52942941",5,1,20850
"882947564",88,1,9091
"412949333",40,2,2728
"882960404",88,2,13636
"952962729",95,1,11364
"252968897",25,3,13637
"312969597",4,4,113636
"902980209",90,1,9091
"892986415",89,1,1364
"1052993788",4,5,15228
"1142994382",114,1,9091
"1122995791",64,16,182956
"162996376",16,1,20850
"572998876",57,1,22727
"1243001533",88,7,72725
"1503004504",141,4,26137
"43010660",4,1,11364
"1383018721",138,1,1364
"863018910",86,1,1364
"323019482",32,1,20850
"33030076",3,1,20500
"33031448",3,1,20850
"33032337",3,1,20850
"323032448",32,1,20850
"323032491",32,1,20850
"323032493",32,1,20850
"323033194",32,1,20850
"913033925",33,14,87502
"63035602",6,1,11364
"353037937",13,2,41700
"363038075",14,2,41700
"73041454",7,1,20850
"73041471",7,1,20850
"53041653",5,1,20850
"183041691",18,1,20850
"173041756",17,1,20850
"283041782",24,2,41700
"123041785",12,1,20850
"273042043",19,2,41700
"303042136",30,1,20850
"273042301",20,2,41700
"123042321",12,1,20850
"63042335",6,1,20850
"53042338",5,1,20850
"83042342",8,1,20850
"83042351",8,1,20850
"53042419",5,1,20850
"363042480",36,1,20850
"103042499",10,1,20850
"93042713",9,1,20850
"93042770",9,1,20850
"1223043699",122,1,11364
"73045137",7,1,20850
"303045381",18,2,41700
"373045472",37,1,20850
"73045566",7,1,20850
"63045590",6,1,20850
"53045627",5,1,20850
"93045658",9,1,20850
"273045670",25,2,41700
"273045781",19,2,41700
"273045790",23,2,41700
"203045881",20,1,20850
"53045882",5,1,20850
"273045941",27,1,20850
"273046058",17,2,41700
"193046064",19,1,20850
"33046243",3,1,20850
"343046438",34,1,20850
"33046513",3,1,20850
"73046559",7,1,20850
"283046788",16,2,41700
"63046795",6,1,20850
"53046830",5,1,20850
"273046884",23,2,41700
"193046888",19,1,20850
"273047026",18,2,41700
"213047351",21,1,20850
"213047484",21,1,20850
"343047564",34,1,20850
"63047569",6,1,20850
"333047617",33,1,20850
"83047631",8,1,20850
"293047672",21,2,41700
"293047681",20,2,41700
"63047682",6,1,20850
"123047732",12,1,20850
"1093047794",13,43,386367
"143047897",14,1,20850
"83047902",8,1,20850
"93047909",9,1,20850
"123047943",12,1,20850
"33047961",3,1,20850
"53048027",5,1,20850
"63048030",6,1,20850
"93048038",9,1,20850
"183048231",18,1,20850
"33048240",3,1,20850
"73048302",7,1,20850
"883076128",88,1,1364
"1373083121",137,4,136364
"903085157",90,1,9091
"1213094550",121,1,1364
"1393098463",139,2,3409
"1113103825",8,10,35456
"903110138",74,2,13636
"323116455",32,1,20850
"1293116948",129,1,50500
"1183117903",17,3,24999
"1493120179",146,2,23863
"413123099",41,1,1364
"363130838",36,1,20850
"363131362",36,1,20850
"363131580",36,1,20850
"363132087",36,1,20850
"903139701",90,1,9091
"1363148573",136,1,4545
"173149357",17,2,4546
"1213157592",121,3,6819
"1163162028",90,2,10455
"843176197",17,13,82957
"593183227",59,1,11364
"1413191695",141,4,17046
"1433191708",19,38,325004
"53196841",5,1,20850
"353197824",3,2,12500
"1173197905",117,1,1364
"1433218322",33,3,36364
"713228480",71,1,22727
"1013232050",101,2,18182
"363236255",36,1,20850
"883236636",88,2,13636
"333240345",33,1,20850
"323240354",32,1,20850
"313240690",31,1,20850
"333240705",33,1,20850
"243240788",24,1,20850
"243240789",24,1,20850
"233240790",23,1,20850
"233240799",23,1,20850
"1193242215",119,1,9091
"1173244930",102,2,5909
"1143247465",114,1,1364
"633249018",63,1,11364
"1473252834",144,3,34091
"73254216",7,1,20850
"53254221",5,1,20850
"53254243",5,1,20850
"93254244",9,1,20850
"203254274",20,1,20850
"53254291",5,1,20850
"283254305",28,1,20850
"63255873",6,1,20850
"93256613",9,1,20850
"303257080",18,2,41700
"273257094",19,2,41700
"93257125",9,1,20850
"63257130",6,1,20850
"273257131",19,2,41700
"173257144",17,1,20850
"63257162",6,1,20850
"273257168",24,2,41700
"63257172",6,1,20850
"283257522",17,2,41700
"183257669",18,1,20850
"273257670",23,2,41700
"83257798",8,1,20850
"273257857",19,2,41700
"353260184",35,1,20850
"93260826",9,1,20850
"273261327",25,2,41700
"123261328",12,1,20850
"363261329",36,1,20850
"73261340",7,1,20850
"83261346",8,1,20850
"53261596",5,1,20850
"273261976",20,2,41700
"373262617",37,1,1136
"303287326",30,1,9091
"153294043",15,1,9091
"1373297876",107,3,4092
"1183321019",118,1,9091
"903328560",90,1,9091
"1433346715",143,1,1136
"1463353610",115,9,40911
"1503358019",150,1,22727
"1173360166",117,1,4545
"1153361654",115,2,2728
"1003377286",97,2,18182
"1073384579",90,2,55909
"1503387009",150,1,1000
"413393209",40,2,2728
"113396045",11,1,20850
"1413396291",141,1,2273
"113396716",11,1,20850
"173397056",17,1,20850
"1483527028",14,7,70456
"1323540521",132,1,9091
"743544241",56,3,6819
"1463558446",85,2,3409
"1323562035",113,4,54546
"1303562662",130,2,2728
"633582293",9,9,62501
"223583440",21,3,6819
"1053588405",96,2,11364
"1093594094",14,8,149999
"1503599338",89,20,184093
"1173712119",117,1,1364
"383740384",38,1,4545
"383741053",38,1,4545
"683741231",68,1,4545
"73742485",7,1,20850
"213742487",21,1,20850
"203743176",20,1,20850
"203743202",20,1,20850
"183743209",18,1,20850
"33743430",3,1,20850
"73743529",7,1,20850
"163743631",16,1,20850
"193743722",19,2,31580
"223743724",22,2,41700
"193744210",19,2,31580
"223744425",22,2,41700
"233744452",23,1,20850
"203744801",20,1,20850
"73745313",7,1,20850
"143745925",14,1,20850
"143745973",14,1,20850
"173747836",17,1,20850
"173747938",17,1,20850
"173747942",17,1,20850
"173747943",17,1,20850
"173755475",17,1,20850
"143756088",14,1,20850
"33756761",3,1,20850
"1163757193",116,1,9091
"33757305",3,1,20850
"903759180",90,1,9091
"903760845",90,1,9091
"1203762167",120,1,4545
"1063765690",106,1,4545
"883782282",39,4,172726
"143786202",6,3,47727
"1193791989",119,1,1364
"193911481",19,1,20850
"413913318",41,3,4092
"1463913393",127,5,47728
"1393914061",115,2,3637
"1473915813",51,2,11364
"1483941775",124,2,18182
"1393951754",6,5,6820
"1213957894",121,1,1364
"1413961047",141,2,25000
"1023976875",102,1,2273
"103978629",10,1,22727
"1164000024",82,4,18183
"1384011487",138,2,2728
"1444017994",38,29,95460
"1384041060",138,1,1364
"904061283",90,1,9091
"904070992",90,1,18182
"944081931",94,6,13638
"754086228",75,2,3409
"134112818",13,1,20850
"1174133332",117,2,2728
"294134880",29,1,20850
"754141702",13,5,48183
"1444142037",106,2,12728
"904142712",90,1,4545
"1424145025",94,10,29547
"994145600",99,2,4546
"284146615",15,2,41700
"104146619",10,1,20850
"274146632",14,2,41700
"284146677",21,2,41700
"304146680",21,2,41700
"304146776",21,2,41700
"1164148423",94,5,57954
"1204148502",120,1,2273
"284153404",28,2,3409
"1424160848",59,7,14774
"214162443",21,1,1136
"414162993",41,1,1364
"1434162994",143,2,25000
"344163192",13,3,11363
"1124163818",93,2,20455
"1494165961",45,19,190910
"1494168926",149,1,9091
"484195074",48,1,2273
"894204305",89,1,9091
"614223737",61,1,22727
"774224768",23,11,77272
"1364232408",42,6,95454
"1014286330",101,1,18182
"824293112",18,3,6819
"904304334",90,1,9091
"434305096",3,5,113635
"994307004",99,1,2273
"1154307371",115,3,6819
"1124312734",112,3,6819
"1474321809",147,1,2273
