"id_cust","recency","frequency","monetary"
"636954319",63,1,1364
"566954637",56,1,22727
"986957721",98,2,3409
"1046958358",94,3,15000
"1506959153",148,3,21591
"1116966441",101,3,5682
"306976730",30,1,1136
"556978757",55,3,40909
"1496986851",124,9,39774
"1046991593",104,2,2272
"1466994627",146,1,1136
"906997950",90,1,9091
"1037003887",103,1,4545
"1177004764",117,1,4545
"107034972",10,1,11364
"907057248",90,2,13636
"147085810",6,4,59091
"1477089030",7,31,107956
"847089339",84,1,9091
"587103927",58,1,2273
"1387139559",138,1,1364
"1427139560",90,4,38637
"107144817",10,4,9092
"397146510",20,10,124999
"417146512",33,4,22728
"287146524",28,3,4092
"907164962",90,1,9091
"887165958",34,3,5001
"1257172525",125,1,1136
"1227173406",122,1,1364
"1197208694",119,1,4545
"327210273",20,2,41700
"67210748",6,1,20850
"287211091",28,1,20850
"327211128",19,2,41700
"307211361",19,2,41700
"907224334",90,4,34546
"887227884",88,1,9091
"297231472",29,1,20850
"327232314",21,2,41700
"1157245617",115,1,1364
"417247207",41,2,2728
"1397254170",119,2,2728
"1337258976",133,1,9091
"1197259230",118,2,2728
"1157263486",115,1,4545
"1197272765",83,7,9548
"1457284862",145,2,25000
"1397285181",90,4,22726
"1067288003",106,2,4546
"177290209",8,3,52430
"137302246",13,1,20850
"577302297",57,1,4545
"1007302401",94,2,2728
"577304048",57,1,4545
"577304165",57,1,4545
"117309144",9,3,5682
"957310076",95,1,1364
"1417310107",8,17,162729
"1137323796",21,2,25000
"1237330477",118,2,18182
"297332451",21,2,41700
"357332685",35,1,20850
"347332829",8,2,41700
"307332983",18,2,41700
"107343603",10,2,25000
"1147344495",114,1,11364
"687346890",68,1,2273
"717348468",10,11,142045
"267358161",26,1,1136
"1337360797",133,2,22728
"1047361675",104,1,22727
"887361840",88,1,9091
"907369218",90,2,18182
"297370199",23,2,41700
"77370220",7,1,22727
"317370692",31,1,20850
"97371994",7,4,36364
"977379896",81,3,5682
"417380764",40,2,2728
"147380824",6,3,27273
"407392316",40,1,1364
"417407190",41,3,4092
"1027415757",102,1,1364
"1437423217",115,3,5682
"317440913",20,2,41700
"297440920",19,2,41700
"287440924",24,2,41700
"307441556",19,2,41700
"277441694",27,1,20850
"337441719",8,2,41700
"327441976",20,2,41700
"87461882",8,1,20850
"297462249",14,3,62550
"287462261",28,1,20850
"307462270",9,2,41700
"1477463650",147,1,9091
"507478318",50,1,22727
"417495836",41,2,2728
"327495903",3,5,50001
"267496011",17,3,27273
"837530200",83,1,1136
"907620898",90,1,4545
"1127630062",18,13,115911
"1397634890",30,7,18409
"1067640850",89,2,5909
"137642673",13,2,4546
"1327643578",132,2,2728
"1107662165",110,1,4545
"297673833",29,1,1136
"927682203",92,1,9091
"1467694898",41,14,22045
"777706658",77,1,2273
"907711570",90,1,18182
"1487713140",14,21,173867
"507719576",50,1,22727
"637723484",5,7,54547
"897733173",89,1,2273
"1057735873",105,1,1364
"317741026",31,1,20850
"307741029",9,2,41700
"297741042",29,1,20850
"277741068",27,1,20850
"347741493",9,2,41700
"357741507",10,3,62550
"297741529",19,2,41700
"287741535",28,1,20850
"257748247",25,2,4546
"1177748348",117,1,4545
"1177759595",117,1,1364
"987764600",98,3,5682
"957768332",95,2,5909
"417774255",41,1,1364
"1187775594",39,5,10001
"887778824",57,6,43183
"1397781649",41,5,24090
"1087787567",108,1,4545
"47795125",4,1,11364
"1097912671",83,4,4544
"907917836",90,1,18182
"657939299",51,2,13637
"877946143",41,2,5909
"567948078",41,8,77274
"977962831",42,6,48864
"567975455",30,4,5456
"1007978187",100,2,4546
"1117990694",111,1,11364
"477991275",47,1,22727
"507993034",50,3,6819
"37996303",3,1,1136
"147999530",5,5,52273
"629002314",55,3,13637
"609003609",60,2,13637
"559017548",7,16,97732
"59027830",5,1,2273
"39089576",3,1,11364
"1189094333",118,1,1364
"79097730",7,1,9091
"199097732",11,4,14773
"349115157",34,1,1364
"909116001",90,1,27273
"1479117641",147,2,4546
"1469118416",90,15,79546
"1009126526",65,8,25002
"549134627",54,1,9091
"1119135020",89,2,2728
"359142117",30,5,11365
"459143756",45,2,4546
"299144946",29,3,21591
"59145491",5,1,1136
"69145701",6,1,11364
"959146870",9,6,34091
"409174449",28,2,12728
"409174449",28,2,12728
"399176753",39,3,4092
"1139182020",104,2,45454
"39222124",3,1,20850
"359222444",19,2,41700
"49222491",4,1,20850
"59222492",5,1,20850
"69222775",6,1,20850
"59222887",5,1,20850
"69222944",6,1,20850
"49222947",4,1,20850
"69222976",6,1,20850
"59223348",5,1,20850
"69223449",6,1,20850
"69223576",6,1,20850
"69223681",6,1,20850
"819232814",4,7,63638
"1479241464",14,4,27272
"359242420",35,1,56818
"1459243109",118,4,45455
"609260159",35,4,54546
"349293441",5,2,2272
"399293540",39,1,11364
"419293600",35,3,5682
"149293940",14,1,2273
"489294015",48,1,9091
"1439306191",22,13,198863
"889307196",88,1,54545
"1179308473",117,1,27273
"1169310421",87,2,13636
"99311113",9,1,20850
"1429318335",29,3,68181
"1399321955",27,18,67045
"1199322337",88,3,30001
"1169353338",116,2,2728
"1229354365",5,28,679541
"1159377854",115,1,1364
"709386206",7,9,55682
"1399406720",139,1,1364
"909407031",88,2,18182
"109410146",10,1,9091
"709433826",70,1,2273
"1149442962",114,1,4545
"1419455563",141,2,25000
"319508432",22,2,41700
"849508832",84,1,1136
"309509020",21,2,41700
"289509023",21,2,41700
"279509042",14,2,41700
"109509050",10,1,20850
"289509058",15,2,41700
"59511746",5,1,20850
"69512114",6,1,20850
"59512339",5,1,20850
"69512368",6,1,20850
"59512369",5,1,20850
"39512766",3,1,20850
"39512899",3,1,20850
"59513436",5,1,20850
"59513495",5,1,20850
"59513502",5,1,20850
"59513569",5,1,20850
"39513738",3,1,20850
"59513865",5,1,20850
"59513914",5,1,20850
"39514058",3,1,20850
"59514158",5,1,20850
"1479514250",39,27,86364
"69514326",6,1,20850
"59514396",5,1,20850
"69514898",6,1,20850
"59515011",5,1,20850
"919515778",91,1,1136
"1039517857",93,8,64774
"39520984",3,1,20850
"59521266",5,1,20850
"59521453",5,1,20850
"59521743",5,1,20850
"69522061",6,1,20850
"39522137",3,1,20850
"69522187",6,1,20850
"69522299",6,1,20850
"1469531955",146,1,9091
"1159535064",115,1,1364
"909536482",90,1,54545
"1069571144",106,2,13637
"89576497",8,1,20850
"199580070",19,1,20850
"189580074",18,1,20850
"189580075",18,1,20850
"189580081",18,1,20850
"199580083",19,1,20850
"199580085",19,1,20850
"199580087",19,1,20850
"199580089",19,1,20850
"199580090",19,1,20850
"199580091",19,1,20850
"199580093",19,1,20850
"199580094",19,1,20850
"189580105",18,1,20850
"199580112",19,1,20850
"199580116",19,1,20850
"199580117",19,1,20850
"199580118",19,1,20850
"199580122",19,1,20850
"199580126",19,1,20850
"199580127",19,1,20850
"199580218",19,1,20850
"199580292",19,1,20850
"199580461",19,1,20850
"199580464",19,1,20850
"199580484",19,1,20850
"189580488",18,1,20850
"199580491",19,1,20850
"199580498",19,1,20850
"199580530",19,1,20850
"189580531",18,1,20850
"199580533",19,1,20850
"199580534",19,1,20850
"199580536",19,1,20850
"199580573",19,1,20850
"199580694",19,1,20850
"199580750",19,1,20850
"189581480",18,1,20850
"189581481",18,1,20850
"189581495",18,1,20850
"189581496",18,1,20850
"189581511",18,1,20850
"189581521",18,1,20850
"199581531",19,1,20850
"189581538",18,1,20850
"199581539",19,1,20850
"189581543",18,1,20850
"189581545",18,1,20850
"189581546",18,1,20850
"189581548",18,1,20850
"189581551",18,1,20850
"189581552",18,1,20850
"189581553",18,1,20850
"189581554",18,1,20850
"189581557",18,1,20850
"199581572",19,1,20850
"189581573",18,1,20850
"189581597",18,1,20850
"199581598",19,1,20850
"199581663",19,1,20850
"199581664",19,1,20850
"199584072",19,1,20850
"199584073",19,1,20850
"199584090",19,1,20850
"199584093",19,1,20850
"199584095",19,1,20850
"199584111",19,1,20850
"199584120",19,1,20850
"199584401",19,1,20850
"199584418",19,1,20850
"199584426",19,1,20850
"199584442",19,1,20850
"199584465",19,1,20850
"199584469",19,1,20850
"199584474",19,1,20850
"199584482",19,1,20850
"199584485",19,1,20850
"199584512",19,1,20850
"199584531",19,1,20850
"199584603",19,1,20850
"189584608",18,1,20850
"189584616",18,1,20850
"199584621",19,1,20850
"189584625",18,1,20850
"199584639",19,1,20850
"199584652",19,1,20850
"199584654",19,1,20850
"999585573",99,1,2273
"539591872",13,6,12501
"1509598254",103,17,123863
"189605341",18,2,4546
"59605536",5,1,9091
"159606386",15,4,6818
"1049618314",104,1,11364
"1279621165",14,14,213636
"989625894",25,8,14773
"949645186",94,2,3409
"1189666500",118,1,1364
"1089668436",108,2,2728
"409685104",40,1,22727
"409694632",40,3,6819
"39696790",3,1,11364
"1369701596",80,2,45454
"399704900",39,1,20850
"49708530",4,1,20850
"349711297",34,1,2273
"1069712365",105,2,11818
"509712998",48,5,11365
"539715106",53,1,22727
"449715525",44,2,4546
"489715599",47,2,11364
"1179744740",117,1,4545
"909757752",90,1,27273
"329785289",32,1,20850
"329785323",32,1,20850
"329785619",32,1,20850
"329785770",32,1,20850
"329785780",32,1,20850
"329785783",32,1,20850
"59786360",5,1,20850
"329786808",32,1,20850
"329786831",32,1,20850
"329786878",32,1,20850
"329787240",32,1,20850
"329788507",32,1,20850
"329788511",32,1,20850
"329788546",32,1,20850
"329788593",32,1,20850
"329788683",32,1,20850
"329788956",32,1,20850
"329789152",32,1,20850
"329789182",32,1,20850
"329789186",32,1,20850
"329789246",32,1,20850
"329789248",32,1,20850
"139789335",13,1,20850
"419789437",41,1,4545
"419790008",41,1,4545
"959790079",95,1,1136
"419790134",41,1,4545
"419790235",41,1,4545
"419790246",41,1,4545
"419790371",41,1,4545
"419790373",41,1,4545
"419790457",41,1,4545
"419790470",41,1,4545
"419790585",41,1,4545
"419790685",41,1,4545
"399790739",39,1,4545
"419791397",41,1,4545
"419791796",41,1,4545
"1429792563",55,7,82954
"419793555",41,1,4545
"419794165",41,1,4545
"419794188",41,1,4545
"419794230",41,1,4545
"419794242",41,1,4545
"419794276",41,1,4545
"419794282",41,1,4545
"419794306",41,1,4545
"909797072",90,1,4545
"59835774",5,1,20850
"59835815",5,1,20850
"59836084",5,1,20850
"59836150",5,1,20850
"69836162",6,1,20850
"69836228",6,1,20850
"39836270",3,1,20850
"39836297",3,1,20850
"39836387",3,1,20850
"59836441",5,1,20850
"69836533",6,1,20850
"69836557",6,1,20850
"69836806",6,1,20850
"59836863",5,1,20850
"59836916",5,1,20850
"39837021",3,1,20850
"59837031",5,1,20850
"39837078",3,1,20850
"339844622",31,2,2272
"459849752",44,2,20455
"1399902630",105,6,51137
"1299916181",129,1,1364
"749916285",5,18,302271
"809916872",80,1,11364
"579920079",57,3,5682
"889920184",6,7,9548
"549923363",54,1,2273
"679924425",53,5,88636
"489924426",48,1,22727
"39934345",3,1,20850
"49934628",4,1,20850
"59934635",5,1,20850
"39934774",3,1,20850
"59934907",5,1,20850
"69935172",6,1,20850
"59935237",5,1,20850
"59935238",5,1,20850
"59935283",5,1,20850
"69935354",6,1,20850
"59935355",5,1,20850
"59935642",5,1,20850
"989938485",98,1,2273
"1159945342",40,2,2728
"369948488",36,1,20850
"549950673",3,11,67046
"1029951898",35,7,47729
"1439953254",143,1,22727
"1469964688",32,25,465906
"1319964726",42,6,67045
"1219966119",121,1,11364
"1089967394",104,2,2272
"89972824",8,1,11364
"1059973741",105,2,4546
"1479977701",43,14,223862
"759980289",75,2,13637
"1009980356",100,1,22727
"1219990033",121,1,22727
"419997070",41,1,1364
"30002881",3,1,20850
"190003289",19,2,31580
"220003290",22,2,31580
"190003335",19,2,31580
"210003896",21,1,20850
"170003958",17,1,20850
"170003959",17,1,20850
"170005624",17,1,20850
"170005632",17,1,20850
"120008329",12,1,20850
"300008342",13,2,41700
"330008694",33,1,20850
"170008829",17,1,20850
"210008839",21,1,20850
"340008875",34,1,20850
"430023414",43,2,4546
"1480027668",148,1,11364
"1450029805",128,4,50000
"1440034469",7,106,2261367
"1380034532",119,2,2728
"870048632",14,4,38864
"330053438",33,2,3409
"1100097771",110,1,1364
"60099527",6,1,22727
"1470100119",147,1,9091
"240102588",24,1,9091
"1420116008",142,1,20500
"1370122211",137,1,1364
"1140142035",114,1,1364
"900193705",90,1,4545
"1190199021",118,2,2728
"960244135",41,2,11364
"740277033",74,2,4546
"850278610",8,6,36365
"830279303",83,1,22727
"50283842",5,6,20456
"1220294687",98,11,81820
"1370308773",137,1,9091
"900356530",90,1,9091
"1230360452",47,6,75000
"370371821",37,2,4546
"1380380250",138,1,1364
"1110384549",3,38,429550
"1440390565",34,5,30682
"1370396136",137,1,9091
"590396857",59,1,22727
"1030397158",103,1,22727
"500400071",50,2,4546
"280400817",28,1,2273
"30401492",3,1,20850
"590432411",59,3,4545
"1270467595",127,1,1364
"300472092",30,1,9091
"1460487203",7,6,30681
"1450534103",145,2,45454
"390536416",4,7,90910
"600548143",60,2,45454
"280551267",15,2,41700
"100551269",10,1,20850
"270551283",15,2,41700
"280551328",21,2,41700
"300551330",21,2,41700
"1270551581",127,1,4545
"300553677",21,2,41700
"1270553725",127,1,4545
"560553824",56,1,11818
"750554413",49,2,10227
"940558069",4,3,4092
"1190558347",39,7,40907
"1250566693",111,4,17046
"1190656999",119,2,2728
"880667488",88,1,9091
"410667880",39,6,8184
"1010685961",98,6,7953
"410722024",41,1,1364
"990726320",99,2,4546
"900729150",90,1,9091
"1070732201",107,1,4545
"1380758299",41,4,5456
"880776299",88,1,9091
"1450781474",133,5,11365
"650789993",24,10,40909
"1470800368",113,12,114776
"1470816208",146,4,14773
"1110840713",14,2,3409
"1500844766",118,10,136364
"1030847746",103,1,1364
"1100873114",110,1,22727
"1060874766",94,7,12500
"1420877295",142,1,22727
"1140885708",87,7,9548
"1370887448",137,1,11364
"1480890406",119,6,72728
"410891103",41,1,9091
"650891719",26,3,3408
"1140892090",114,1,1364
"1180904306",118,1,1364
"1030931717",103,4,8637
"1350943908",99,6,18181
"1380967182",5,34,76134
"1490976287",149,1,1136
"60980214",6,2,22728
"40982657",4,1,2273
"1240987140",59,12,16140
"1480998772",94,52,668185
"1491020783",78,12,35455
"901033697",87,2,18182
"1391040400",139,1,9091
"401044387",40,1,1364
"1221052131",62,4,5000
"1221052131",62,4,5000
"991071150",97,6,13638
"971071151",82,4,5681
"51076798",5,1,20500
"51077039",5,1,20500
"291077386",20,2,41700
"1441077434",138,5,45455
"291077522",20,2,41700
"301077543",20,2,41700
"301077925",20,2,41700
"301078048",20,2,41700
"291078050",20,2,41700
"301078096",20,2,41700
"301078115",20,2,41700
"301078119",20,2,41700
"291078125",20,2,41700
"161078184",16,1,20850
"1101083167",40,4,20910
"1441084541",126,3,43182
"1491087845",126,4,27272
"211090294",21,1,20850
"331090323",33,1,20850
"301090513",23,2,41700
"301090663",30,1,20850
"211090713",21,1,20850
"111091124",11,1,20850
"131091131",13,1,20850
"331091207",33,1,20850
"211091270",21,1,20850
"1481091536",148,2,4546
"171093903",17,1,20850
"171093931",17,1,20850
"171094080",17,1,20850
"341094374",34,1,20850
"161094470",16,1,20850
"341094803",23,2,41700
"201094919",20,1,20850
"331095589",33,1,20850
"181095754",18,1,20850
"211095911",21,1,20850
"701097381",64,2,2272
"341097631",34,1,20850
"201097662",20,1,20850
"341097682",34,1,20850
"171097992",17,1,20850
"161098196",16,1,20850
"401100370",33,3,40909
"1451100710",77,10,92046
"901101451",90,2,13636
"991101614",35,3,54545
"1161102703",116,1,1364
"901105485",40,3,19546
"221106592",22,1,9091
"891108562",89,1,1364
"771109644",14,6,28410
"1201111150",120,3,6819
"1271112162",127,1,4545
"1271113288",127,1,4545
"1271113376",127,1,4545
"1131115292",113,1,1364
"1271117634",127,1,4545
"1481131608",117,7,9548
"1361164209",129,3,15910
"1111174797",111,1,2273
"1441175193",136,4,9092
"1161176315",98,3,14773
"321177154",32,1,20850
"321177163",32,1,20850
"901177359",90,1,9091
"321177537",32,1,20850
"241177576",24,1,20850
"231177578",23,1,20850
"231177580",23,1,20850
"241177585",24,1,20850
"241177586",24,1,20850
"971178327",57,6,136362
"321178896",32,1,20850
"321179548",32,1,20850
"331179549",33,1,20850
"311179564",31,1,20850
"321179599",32,1,20850
"771182965",77,1,2273
"1431184850",143,2,23863
"1451184859",115,7,15911
"1391190337",41,5,32729
"1351190631",85,4,18183
"1171190716",41,2,2728
"51190865",5,1,11364
"1031193392",103,1,1136
"241193943",24,1,20850
"231196065",23,1,20850
"241196236",24,1,20850
"1261227936",126,1,22727
"1101245821",110,3,4545
"841248534",84,6,8184
"1121264752",112,1,1364
"361276085",14,2,41700
"141277071",14,1,20850
"301277372",22,2,41700
"111277567",11,1,20850
"331277649",18,2,41700
"371279204",37,1,20850
"121279229",12,1,20850
"121279381",12,1,20850
"341280068",16,3,42310
"271280174",24,2,41700
"201280621",20,1,20850
"351280785",18,2,41700
"121280786",12,1,20850
"331280905",33,1,20850
"141281522",14,1,20850
"121282235",12,1,20850
"131282369",13,1,20850
"121282380",12,1,20850
"151285601",15,1,20850
"141286597",14,1,20850
"351307810",35,1,20850
"351308008",35,1,20850
"191308144",19,1,20850
"51309486",5,1,20850
"351309542",35,1,20850
"371310451",37,1,20850
"181311931",18,1,20850
"121313857",12,1,20850
"1381318605",55,6,30001
"1171327323",117,1,4545
"301339055",30,1,20850
"281339367",28,1,20850
"301339390",30,1,20850
"71347283",7,1,20850
"111347298",11,1,20850
"111347299",11,1,20850
"111347302",11,1,20850
"101347306",10,1,20850
"71347307",7,1,20850
"91347308",9,1,20850
"111347312",11,1,20850
"101347315",10,1,20850
"101347317",10,1,20850
"81347449",8,1,20850
"111347470",11,1,20850
"91347482",9,1,20850
"101347552",10,1,20850
"101347570",10,1,20850
"91347613",9,1,20850
"81347624",8,1,20850
"111347628",11,1,20850
"71347632",7,1,20850
"101347636",10,1,20850
"101347638",10,1,20850
"1141381834",110,6,21592
"131406614",13,1,20850
"381410610",12,2,41700
"171410639",17,1,20850
"381411366",12,2,41700
"381411371",13,2,41700
"381411391",12,2,41700
"171413386",17,1,20850
"381413406",12,2,41700
"381413652",12,2,41700
"381414152",12,2,41700
"381414500",12,2,41700
"381414570",12,2,41700
"211414602",21,1,20850
"381414878",38,1,20850
"171415025",17,1,20850
"131415743",13,1,20850
"381421154",23,2,41700
"271421158",24,2,41700
"381421188",16,2,41700
"111422437",11,1,20850
"121422450",12,1,20850
"121423270",12,1,20850
"131424987",13,1,20850
"371427356",13,2,41700
"371427583",13,2,41700
"381430228",38,1,20850
"971445391",97,1,1364
"381451120",12,2,41700
"471451495",47,1,1136
"281452092",23,2,41700
"291454489",20,2,41700
"141454652",14,1,20850
"381458053",12,2,41700
"131458066",13,1,20850
"171458127",17,1,20850
"381458728",12,2,41700
"131458747",13,1,20850
"371459156",12,2,41700
"381459180",13,2,41700
"381459362",12,2,41700
"381459379",12,2,41700
"381459417",12,2,41700
"171459493",17,1,20850
"141459502",14,1,20850
"371460267",13,2,41700
"511461435",51,1,1136
"121465602",12,1,20850
"341465924",34,1,20850
"151467745",5,3,26136
"761505003",76,3,5682
"651505845",65,2,18182
"411522845",41,1,4545
"981530565",98,4,9092
"211542449",21,1,22727
"1161581535",35,9,18183
"901587161",85,3,19546
"381591096",38,1,20850
"371591122",13,2,41700
"171592562",17,1,20850
"381592596",38,1,20850
"381592945",38,1,20850
"371592968",13,2,41700
"381592973",38,1,20850
"171593010",17,1,20850
"371593028",13,2,41700
"371593095",13,2,41700
"381601476",14,2,41700
"181601620",18,1,20850
"371602149",13,2,41700
"141602291",14,1,20850
"411614755",38,3,4092
"1481634413",101,6,54546
"371652487",37,1,20850
"371652749",37,1,20850
"101652933",10,1,20850
"371653419",37,1,20850
"351653976",35,1,20850
"51653984",5,1,20850
"1041661045",104,2,13637
"891662379",89,1,9091
"1171668394",110,3,4092
"581676304",4,9,204543
"221685124",5,2,9090
"1021687615",102,1,9091
"1101694939",42,9,204543
"831695986",39,6,29547
"891697044",39,5,6820
"1481698506",125,3,3408
"1381701910",138,2,45454
"381722194",12,2,41700
"171723528",17,1,20850
"381723561",38,1,20850
"1101723654",35,5,19319
"621724009",21,11,119318
"381725998",38,1,20850
"381726033",12,2,41700
"371726270",13,2,41700
"171726428",17,1,20850
"1291726488",39,13,53638
"381726989",38,1,20850
"1101735571",110,1,1364
"331758448",33,1,11364
"1371788265",137,1,2273
"581811459",57,2,31818
"1021818694",95,6,7956
"181830575",18,1,20850
"131830796",13,1,20850
"1181831663",117,2,2728
"1111842985",111,1,2273
"241843775",24,1,9091
"411845007",41,1,1364
"1461849619",6,18,182956
"381851183",14,2,41700
"251866031",25,2,4546
"271872102",24,2,41700
"121872236",12,1,20850
"871878183",87,1,1364
"271884608",24,2,41700
"271884852",24,2,41700
"141884916",14,1,20850
"181885179",18,1,20850
"191885210",19,1,20850
"371890017",37,1,20850
"181894498",18,1,20850
"121894618",12,1,20850
"371895064",37,1,20850
"71909361",7,1,20850
"31910198",3,1,20850
"1491912407",51,6,12501
"331914908",33,1,20850
"811922550",76,2,31818
"901924564",90,1,9091
"401937310",24,2,45454
"891940900",89,1,9091
"851954317",85,2,12500
"51957673",5,1,1136
"1401977422",75,48,867042
"1132011822",40,2,2728
"642013954",57,5,72727
"902016227",90,3,4092
"62046827",6,1,20850
"62046925",6,1,20850
"62047542",6,1,20850
"1162059401",96,6,14546
"1252076465",24,24,489771
"1042083905",104,1,1136
"822084591",82,2,2728
"1412088474",141,1,1364
"882093710",88,1,9091
"1052123097",105,1,4545
"892123747",89,1,1136
"1202123942",115,2,4546
"1452134308",145,2,4546
"1472135526",86,2,12500
"922143951",92,1,1364
"92146931",9,1,20850
"82153563",8,3,27273
"192155667",19,2,2728
"412175339",41,3,4092
"1432193119",95,7,134090
"802212003",80,1,1136
"72245373",7,1,2273
"142247996",14,2,25000
"52249180",5,2,4546
"1462279660",6,16,54547
"262296567",25,3,36364
"902336342",90,1,9091
"1292387572",118,3,13637
"1082469249",20,4,14092
"882472544",88,1,9091
"412487378",41,1,4545
"962531229",82,2,72727
"482551070",7,4,7955
"1382575867",138,4,52000
"902580044",88,4,8637
"1132583706",113,1,2273
"402585673",40,1,1364
"1262589802",3,17,47724
"262590334",14,2,45454
"1132592405",113,1,4545
"182595880",18,1,20850
"1482602878",127,10,118181
"1502623208",34,8,35229
"1132630709",113,1,1364
"142642547",14,1,20850
"1252644832",97,9,98862
"1302647237",87,8,17274
"82652887",8,2,22728
"1352653031",36,7,13635
"322664539",32,1,20850
"1472669368",8,31,259094
"142674926",14,1,20850
"162691748",16,1,20850
"162691758",16,1,20850
"142691787",14,1,20850
"992692666",96,2,181818
"272698297",27,1,20850
"642792280",56,4,50000
"122813565",12,1,20850
"272814572",24,2,41700
"272814601",19,2,41700
"772818962",77,4,18183
"832821477",21,8,14774
"412827406",41,1,4545
"1452835137",81,4,15910
"562850342",23,2,11364
"742877469",74,3,6819
"712893090",71,1,22727
"1452909625",94,5,40910
"1382935599",138,1,2273
"1442978497",44,9,26138
"1182978591",118,2,45454
"1383020087",117,2,4546
"1073036781",107,1,11364
"1133046698",78,6,21592
"1043059712",104,1,2273
"83060681",8,1,11364
"1273100431",127,2,4546
"1013104755",5,13,86363
"693113323",69,3,22727
"883189881",88,2,36364
"1353199053",115,2,18182
"1443199591",144,1,22727
"903203403",90,3,5455
"1413220777",70,4,79545
"1193244391",119,1,1364
"393247190",39,1,1364
"393253807",39,1,1364
"1113255484",111,1,22727
"403267166",40,2,2728
"1183269515",116,6,8184
"883271120",29,3,26100
"1113272337",88,2,31818
"1113272337",88,2,31818
"1373350532",137,1,4545
"203369798",14,4,35227
"993404163",99,1,11364
"843432934",84,1,1136
"673439092",22,6,57953
"183443576",18,2,45454
"413445054",41,3,4092
"93446178",9,2,4546
"833448422",83,1,1364
"1173499767",117,4,5456
"823515931",82,1,11364
"883594368",88,2,63636
"553609744",54,3,4092
"403612139",40,1,4545
"383612720",38,1,4545
"53613070",5,1,1136
"173614700",17,1,20850
"173615522",17,1,20850
"173615523",17,1,20850
"173615532",17,1,20850
"173615671",17,1,20850
"313615738",31,1,20850
"213615964",21,1,20850
"73616441",7,1,20850
"313616625",31,1,20850
"173616713",17,1,20850
"173616718",17,1,20850
"173616722",17,1,20850
"173616723",17,1,20850
"173616726",17,1,20850
"173616727",17,1,20850
"173616736",17,1,20850
"173616737",17,1,20850
"173616740",17,1,20850
"173616741",17,1,20850
"173616742",17,1,20850
"173616744",17,1,20850
"73616923",7,1,20850
"323617313",32,1,20850
"313617556",31,1,20850
"323617783",32,1,20850
"63618470",6,1,20850
"53618599",5,1,20850
"73618739",7,1,20850
"323619403",32,1,20850
"323619553",32,1,20850
"323619666",32,1,20850
"323619719",32,1,20850
"323619728",32,1,20850
"1183625794",118,1,1364
"183630143",18,1,20850
"63632366",6,1,20850
"273632599",18,2,41700
"183632681",18,1,20850
"63632814",6,1,20850
"33632827",3,1,20850
"33632831",3,1,20850
"283640337",17,2,41700
"1203640401",114,2,2728
"73642122",7,1,20850
"413682004",41,1,1364
"283686503",17,2,41700
"743686521",9,6,50001
"353686640",16,2,41700
"33686656",3,1,20850
"273687256",22,2,41700
"1093693217",109,2,4546
"583694794",58,1,2273
"63720547",6,1,20850
"173720560",17,1,20850
"33720875",3,1,20850
"33721037",3,1,20850
"203722957",20,1,20850
"63722967",6,1,20850
"283723615",22,2,41700
"33723737",3,1,20850
"93723764",9,1,20850
"33724120",3,1,20850
"33724156",3,1,20850
"73724668",7,1,20850
"33724807",3,1,20850
"273724859",22,2,41700
"33725320",3,1,20850
"83725459",8,1,20850
"33725583",3,1,20850
"73725911",7,1,20850
"73727476",7,1,1136
"283740340",16,2,41700
"1183750545",118,1,1364
"273750907",13,2,41700
"283752439",17,2,41700
"353752798",16,2,41700
"283753096",17,2,41700
"283753174",28,1,20850
"353753271",16,2,41700
"283753309",28,1,20850
"353753564",16,2,41700
"283753647",16,2,31580
"273754191",15,2,41700
"123754981",12,1,20850
"123754990",12,1,20850
"113755093",11,1,20850
"113755163",11,1,20850
"363755218",36,1,20850
"113755359",11,1,20850
"123755368",12,1,20850
"343755376",34,1,20850
"123755392",12,1,20850
"123755402",12,1,20850
"353755671",16,2,41700
"343755674",16,2,41700
"343755857",16,2,41700
"343755866",16,2,41700
"1423755998",40,4,14092
"63774093",6,1,20850
"383774101",38,1,20850
"83774561",8,1,20850
"73774943",7,1,20850
"303775249",24,2,41700
"73775589",7,1,20850
"33775649",3,1,20850
"63775667",6,1,20850
"223777931",22,1,20850
"293778836",19,2,41700
"53782416",5,1,20850
"1213782541",121,1,22727
"73782909",7,1,20850
"343788998",34,1,22727
"293790756",29,1,20850
"133791153",13,1,20850
"53791201",5,1,20850
"83791484",8,1,20850
"283793260",28,1,20850
"113793475",11,1,20850
"403813155",3,22,138640
"1133821807",113,2,5909
"413829017",41,1,9091
"1413831630",9,8,77274
"633847409",63,2,13637
"403847803",40,1,1364
"1263848341",124,4,36365
"1363852891",112,3,7273
"893873558",89,1,4545
"553874511",55,2,72727
"973875919",32,5,17046
"1163900035",116,2,2728
"103904143",10,1,20850
"363908647",22,2,41700
"363908659",22,2,41700
"1473928102",14,26,273865
"83929097",8,1,20850
"903942283",90,1,18182
"213942951",21,2,31580
"1453944009",52,10,27274
"564027652",32,10,29547
"94060421",9,1,9091
"1194062262",40,6,84091
"1144062636",114,2,12500
"184069535",18,1,20850
"854119117",55,6,22729
"1064119623",106,1,4545
"304122748",30,1,20850
"414126084",38,3,4092
"834206364",38,4,55681
"304206932",30,1,21950
"754213700",70,3,4092
"64214811",6,1,20850
"1164216890",116,1,1364
"1414217390",43,10,69318
"94220375",9,1,20850
